"","RPT_DT","OFNS_DESC","LAW_CAT_CD","BORO_NM","ADDR_PCT_CD","Latitude","Longitude","Lat_Lon","id","address","street_number","route","neighborhood","political","administrative_area_level_2","administrative_area_level_1","country","postal_code","postal_code_suffix","locality"
"70244","09/11/2015","OFFENSES AGAINST THE PERSON","MISDEMEANOR","BRONX",52,40.862365981,-73.892545127,"(40.862365981, -73.892545127)",4896,"2543-2557 Marion Ave, Bronx, NY 10458, USA","2543-2557","Marion Avenue","West Bronx","Bronx","Bronx County","New York","United States","10458",NA,NA
"92945","12/15/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BRONX",41,40.791151867,-73.884371919,"(40.791151867, -73.884371919)",4897,"15-0 Hazen St, East Elmhurst, NY 11370, USA","15-0","Hazen Street","East Elmhurst","Bronx","Bronx County","New York","United States","11370",NA,NA
"48526","07/04/2015","OFFENSES AGAINST PUBLIC SAFETY","MISDEMEANOR","BRONX",52,40.870950421,-73.891500773,"(40.870950421, -73.891500773)",4898,"2859 Creston Ave, Bronx, NY 10468, USA","2859","Creston Avenue","West Bronx","Bronx","Bronx County","New York","United States","10468",NA,NA
"39867","06/08/2015","GRAND LARCENY OF MOTOR VEHICLE","FELONY","BRONX",50,40.886890653,-73.902762147,"(40.886890653, -73.902762147)",4899,"3821-3899 Irwin Ave, Bronx, NY 10463, USA","3821-3899","Irwin Avenue","West Bronx","Bronx","Bronx County","New York","United States","10463",NA,NA
"40935","06/08/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",49,40.853026282,-73.866740032,"(40.853026282, -73.866740032)",4900,"2081-2095 Cruger Ave, Bronx, NY 10462, USA","2081-2095","Cruger Avenue","East Bronx","Bronx","Bronx County","New York","United States","10462",NA,NA
"2441","01/12/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",42,40.821910376,-73.903467704,"(40.821910376, -73.903467704)",4901,"880-900 Tinton Ave, Bronx, NY 10456, USA","880-900","Tinton Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456","7411",NA
"20053","03/29/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",49,40.867838891,-73.863915522,"(40.867838891, -73.863915522)",4902,"775 Arnow Ave, Bronx, NY 10467, USA","775","Arnow Avenue","East Bronx","Bronx","Bronx County","New York","United States","10467",NA,NA
"73203","09/24/2015","FELONY ASSAULT","FELONY","BRONX",52,40.86664189,-73.88646419,"(40.86664189, -73.88646419)",4903,"366 E 198th St, Bronx, NY 10458, USA","366","East 198th Street","Jerome Park","Bronx","Bronx County","New York","United States","10458","3104",NA
"23599","04/09/2015","PETIT LARCENY","MISDEMEANOR","BRONX",40,40.813836689,-73.919432759,"(40.813836689, -73.919432759)",4904,"456 Willis Ave, Bronx, NY 10455, USA","456","Willis Avenue","West Bronx","Bronx","Bronx County","New York","United States","10455","4013",NA
"85253","11/01/2015","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","BRONX",49,40.868957048,-73.864820753,"(40.868957048, -73.864820753)",4905,"3020 Williamsbridge Rd, Bronx, NY 10467, USA","3020","Williamsbridge Road","East Bronx","Bronx","Bronx County","New York","United States","10467","8426",NA
"95444","12/09/2015","ROBBERY","FELONY","BRONX",47,40.90120704,-73.855650231,"(40.90120704, -73.855650231)",4906,"4503 Carpenter Ave, Bronx, NY 10470, USA","4503","Carpenter Avenue","East Bronx","Bronx","Bronx County","New York","United States","10470","1419",NA
"73832","09/27/2015","HARRASSMENT 2","VIOLATION","BRONX",44,40.825734695,-73.918926948,"(40.825734695, -73.918926948)",4907,"265-269 E 161st St, Bronx, NY 10451, USA","265-269","East 161st Street","Fleetwood - Concourse Village","Bronx","Bronx County","New York","United States","10451","3503",NA
"54851","07/27/2015","PETIT LARCENY","MISDEMEANOR","BRONX",45,40.832752852,-73.824930909,"(40.832752852, -73.824930909)",4908,"1022 Logan Ave, Bronx, NY 10465, USA","1022","Logan Avenue","East Bronx","Bronx","Bronx County","New York","United States","10465","2109",NA
"33874","05/15/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",41,40.817957124,-73.887392654,"(40.817957124, -73.887392654)",4909,"836 Faile St, Bronx, NY 10474, USA","836","Faile Street","West Bronx","Bronx","Bronx County","New York","United States","10474",NA,NA
"25773","04/17/2015","GRAND LARCENY","FELONY","BRONX",43,40.816872438,-73.850684927,"(40.816872438, -73.850684927)",4910,"509 Olmstead Ave, Bronx, NY 10473, USA","509","Olmstead Avenue","East Bronx","Bronx","Bronx County","New York","United States","10473","1873",NA
"65371","08/29/2015","GRAND LARCENY","FELONY","BRONX",50,40.884494152,-73.905600959,"(40.884494152, -73.905600959)",4911,"3428 Irwin Ave, Bronx, NY 10463, USA","3428","Irwin Avenue","West Bronx","Bronx","Bronx County","New York","United States","10463","3707",NA
"32127","05/09/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",52,40.876196208,-73.873307284,"(40.876196208, -73.873307284)",4912,"365-375 E 209th St, Bronx, NY 10467, USA","365-375","East 209th Street","West Bronx","Bronx","Bronx County","New York","United States","10467",NA,NA
"60445","08/11/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",41,40.810202223,-73.886314821,"(40.810202223, -73.886314821)",4913,"501 Coster St, Bronx, NY 10474, USA","501","Coster Street","West Bronx","Bronx","Bronx County","New York","United States","10474",NA,NA
"80959","10/17/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",44,40.833217042,-73.927554515,"(40.833217042, -73.927554515)",4914,"1022-1024 Woodycrest Ave, Bronx, NY 10452, USA","1022-1024","Woodycrest Avenue","Highbridge","Bronx","Bronx County","New York","United States","10452",NA,NA
"44707","06/21/2015","PETIT LARCENY","MISDEMEANOR","BRONX",41,40.81908109,-73.900845224,"(40.81908109, -73.900845224)",4915,"867 Longwood Ave, Bronx, NY 10459, USA","867","Longwood Avenue","West Bronx","Bronx","Bronx County","New York","United States","10459","4000",NA
"39100","06/02/2015","DANGEROUS DRUGS","FELONY","BRONX",42,40.835714014,-73.888743076,"(40.835714014, -73.888743076)",4916,"1564-1658 La 65 de Infantería, Bronx, NY 10460, USA","1564-1658","La 65 de Infantería","West Bronx","Bronx","Bronx County","New York","United States","10460",NA,NA
"80940","10/17/2015","DANGEROUS DRUGS","FELONY","BRONX",46,40.848647719,-73.911680839,"(40.848647719, -73.911680839)",4917,"1781 Jerome Ave, Bronx, NY 10453, USA","1781","Jerome Avenue","West Bronx","Bronx","Bronx County","New York","United States","10453","5711",NA
"15010","03/07/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",52,40.866035075,-73.891935417,"(40.866035075, -73.891935417)",4918,"2680 Briggs Ave, Bronx, NY 10458, USA","2680","Briggs Avenue","West Bronx","Bronx","Bronx County","New York","United States","10458",NA,NA
"94624","12/07/2015","PETIT LARCENY","MISDEMEANOR","BRONX",43,40.815720251,-73.864502585,"(40.815720251, -73.864502585)",4919,"530 Commonwealth Ave, Bronx, NY 10473, USA","530","Commonwealth Avenue","East Bronx","Bronx","Bronx County","New York","United States","10473","3502",NA
"18277","12/31/2015","PETIT LARCENY","MISDEMEANOR","BRONX",47,40.874578156,-73.841099694,"(40.874578156, -73.841099694)",4920,"3213 Gunther Ave, Bronx, NY 10469, USA","3213","Gunther Avenue","East Bronx","Bronx","Bronx County","New York","United States","10469","3111",NA
"18995","09/23/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",43,40.834571698,-73.874850115,"(40.834571698, -73.874850115)",4921,"1420 Harrod Ave, Bronx, NY 10472, USA","1420","Harrod Avenue","East Bronx","Bronx","Bronx County","New York","United States","10472","1400",NA
"66422","08/30/2015","DANGEROUS WEAPONS","MISDEMEANOR","BRONX",44,40.82725977,-73.91753395,"(40.82725977, -73.91753395)",4922,"277 E 163rd St, Bronx, NY 10456, USA","277","East 163rd Street","Fleetwood - Concourse Village","Bronx","Bronx County","New York","United States","10456",NA,NA
"54761","07/24/2015","ROBBERY","FELONY","BRONX",47,40.873910934,-73.855517845,"(40.873910934, -73.855517845)",4923,"3315-3399 Laconia Ave, Bronx, NY 10469, USA","3315-3399","Laconia Avenue","East Bronx","Bronx","Bronx County","New York","United States","10469","1410",NA
"48135","07/07/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",43,40.829470055,-73.861146576,"(40.829470055, -73.861146576)",4924,"1130B White Plains Rd, Bronx, NY 10472, USA","1130B","White Plains Road","East Bronx","Bronx","Bronx County","New York","United States","10472",NA,NA
"52859","07/18/2015","NYS LAWS-UNCLASSIFIED FELONY","FELONY","BRONX",49,40.858527931,-73.867835215,"(40.858527931, -73.867835215)",4925,"694 Thwaites Pl, Bronx, NY 10467, USA","694","Thwaites Place","East Bronx","Bronx","Bronx County","New York","United States","10467",NA,NA
"53165","07/19/2015","PETIT LARCENY","MISDEMEANOR","BRONX",42,40.831891808,-73.905447932,"(40.831891808, -73.905447932)",4926,"3551 Third Ave, Bronx, NY 10456, USA","3551","Third Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456","3403",NA
"6716","01/30/2015","NYS LAWS-UNCLASSIFIED FELONY","FELONY","BRONX",41,40.826211981,-73.897828337,"(40.826211981, -73.897828337)",4927,"851 E 167th St, Bronx, NY 10459, USA","851","East 167th Street","West Bronx","Bronx","Bronx County","New York","United States","10459","2720",NA
"57650","08/02/2015","PETIT LARCENY","MISDEMEANOR","BRONX",50,40.887234592,-73.907130511,"(40.887234592, -73.907130511)",4928,"3713-3715 Riverdale Ave, Bronx, NY 10463, USA","3713-3715","Riverdale Avenue","West Bronx","Bronx","Bronx County","New York","United States","10463",NA,NA
"44394","06/20/2015","ROBBERY","FELONY","BRONX",42,40.838551905,-73.885789333,"(40.838551905, -73.885789333)",4929,"1816 Boston Rd, Bronx, NY 10460, USA","1816","Boston Road","West Bronx","Bronx","Bronx County","New York","United States","10460","4909",NA
"28886","04/28/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",46,40.849461065,-73.905892851,"(40.849461065, -73.905892851)",4930,"205 E Tremont Ave, Bronx, NY 10457, USA","205","East Tremont Avenue","West Bronx","Bronx","Bronx County","New York","United States","10457",NA,NA
"94959","12/07/2015","ROBBERY","FELONY","BRONX",40,40.814276625,-73.91295475,"(40.814276625, -73.91295475)",4931,"577 E 149th St, Bronx, NY 10455, USA","577","East 149th Street","West Bronx","Bronx","Bronx County","New York","United States","10455",NA,NA
"23779","04/10/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",44,40.828704996,-73.927978585,"(40.828704996, -73.927978585)",4932,"15-43 E 161st St, Bronx, NY 10451, USA","15-43","East 161st Street","West Bronx","Bronx","Bronx County","New York","United States","10451",NA,NA
"85545","11/02/2015","HARRASSMENT 2","VIOLATION","BRONX",47,40.885961642,-73.848135601,"(40.885961642, -73.848135601)",4933,"4033 Laconia Ave, Bronx, NY 10466, USA","4033","Laconia Avenue","East Bronx","Bronx","Bronx County","New York","United States","10466",NA,NA
"84674","10/30/2015","PETIT LARCENY","MISDEMEANOR","BRONX",43,40.820954868,-73.858017409,"(40.820954868, -73.858017409)",4934,"734-774 White Plains Rd, Bronx, NY 10473, USA","734-774","White Plains Road","East Bronx","Bronx","Bronx County","New York","United States","10473","2634",NA
"3553","01/16/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",45,40.844150248,-73.829487428,"(40.844150248, -73.829487428)",4935,"3027 Middletown Rd, Bronx, NY 10461, USA","3027","Middletown Road","East Bronx","Bronx","Bronx County","New York","United States","10461",NA,NA
"16553","03/13/2015","OFFENSES AGAINST THE PERSON","MISDEMEANOR","BRONX",44,40.835786831,-73.916468147,"(40.835786831, -73.916468147)",4936,"1266 Grand Concourse, Bronx, NY 10456, USA","1266","Grand Concourse","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA
"57963","08/03/2015","INTOXICATED & IMPAIRED DRIVING","MISDEMEANOR","BRONX",41,40.827179433,-73.896222524,"(40.827179433, -73.896222524)",4937,"1137-1145 Intervale Ave, Bronx, NY 10459, USA","1137-1145","Intervale Avenue","West Bronx","Bronx","Bronx County","New York","United States","10459","2300",NA
"2996","01/14/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",42,40.836778995,-73.885965843,"(40.836778995, -73.885965843)",4938,"1765 Vyse Ave, Bronx, NY 10460, USA","1765","Vyse Avenue","West Bronx","Bronx","Bronx County","New York","United States","10460",NA,NA
"12397","02/27/2015","PETIT LARCENY","MISDEMEANOR","BRONX",45,40.855465358,-73.790363373,"(40.855465358, -73.790363373)",4939,"634-640 Minnieford Ave, Bronx, NY 10464, USA","634-640","Minnieford Avenue","City Island","Bronx","Bronx County","New York","United States","10464","1120",NA
"69332","09/08/2015","DANGEROUS DRUGS","FELONY","BRONX",52,40.87704279,-73.887737363,"(40.87704279, -73.887737363)",4940,"3201-3289 Jerome Ave, Bronx, NY 10468, USA","3201-3289","Jerome Avenue","West Bronx","Bronx","Bronx County","New York","United States","10468",NA,NA
"100204","12/30/2015","PETIT LARCENY","MISDEMEANOR","BRONX",42,40.833905751,-73.889266474,"(40.833905751, -73.889266474)",4941,"921-937 E 172nd St, Bronx, NY 10460, USA","921-937","East 172nd Street","West Bronx","Bronx","Bronx County","New York","United States","10460",NA,NA
"99160","12/24/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",50,40.870322248,-73.901065305,"(40.870322248, -73.901065305)",4942,"125-133 W 195th St, Bronx, NY 10468, USA","125-133","West 195th Street","West Bronx","Bronx","Bronx County","New York","United States","10468","2503",NA
"64933","08/25/2015","PETIT LARCENY","MISDEMEANOR","BRONX",49,40.845694582,-73.863888534,"(40.845694582, -73.863888534)",4943,"758-762 Morris Park Ave, Bronx, NY 10462, USA","758-762","Morris Park Avenue","East Bronx","Bronx","Bronx County","New York","United States","10462",NA,NA
"59989","08/12/2015","BURGLARY","FELONY","BRONX",44,40.837971242,-73.915944998,"(40.837971242, -73.915944998)",4944,"130 Marcy Pl, Bronx, NY 10452, USA","130","Marcy Place","West Bronx","Bronx","Bronx County","New York","United States","10452",NA,NA
"15750","03/10/2015","HARRASSMENT 2","VIOLATION","BRONX",42,40.831927193,-73.908483311,"(40.831927193, -73.908483311)",4945,"424 E 168th St, Bronx, NY 10456, USA","424","East 168th Street","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA
"19720","03/25/2015","OTHER OFFENSES RELATED TO THEF","MISDEMEANOR","BRONX",40,40.818347887,-73.906999031,"(40.818347887, -73.906999031)",4946,"694-710 E 156th St, Bronx, NY 10455, USA","694-710","East 156th Street","West Bronx","Bronx","Bronx County","New York","United States","10455",NA,NA
"75535","09/30/2015","ROBBERY","FELONY","BRONX",46,40.852932365,-73.915561003,"(40.852932365, -73.915561003)",4947,"1820-1840 Loring Pl S, Bronx, NY 10453, USA","1820-1840","Loring Place South","West Bronx","Bronx","Bronx County","New York","United States","10453",NA,NA
"88981","11/16/2015","PETIT LARCENY","MISDEMEANOR","BRONX",43,40.830392693,-73.85699271,"(40.830392693, -73.85699271)",4948,"1165 Pugsley Ave, Bronx, NY 10472, USA","1165","Pugsley Avenue","East Bronx","Bronx","Bronx County","New York","United States","10472",NA,NA
"23657","08/03/2015","HARRASSMENT 2","VIOLATION","BRONX",52,40.865750264,-73.901863888,"(40.865750264, -73.901863888)",4949,"2533 Aqueduct Ave, Bronx, NY 10468, USA","2533","Aqueduct Avenue","West Bronx","Bronx","Bronx County","New York","United States","10468","4232",NA
"22609","04/05/2015","PETIT LARCENY","MISDEMEANOR","BRONX",49,40.860135451,-73.869476909,"(40.860135451, -73.869476909)",4950,"2260-2398 Barker Ave, Bronx, NY 10467, USA","2260-2398","Barker Avenue","East Bronx","Bronx","Bronx County","New York","United States","10467",NA,NA
"70041","09/10/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",52,40.863657565,-73.894249476,"(40.863657565, -73.894249476)",4951,"261-271 E Kingsbridge Rd, Bronx, NY 10458, USA","261-271","East Kingsbridge Road","West Bronx","Bronx","Bronx County","New York","United States","10458","4402",NA
"62901","08/19/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",40,40.815940508,-73.910134638,"(40.815940508, -73.910134638)",4952,"635 Westchester Ave, Bronx, NY 10455, USA","635","Westchester Avenue","West Bronx","Bronx","Bronx County","New York","United States","10455",NA,NA
"66865","11/07/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",42,40.829692469,-73.898039801,"(40.829692469, -73.898039801)",4953,"819 E 169th St, Bronx, NY 10459, USA","819","East 169th Street","West Bronx","Bronx","Bronx County","New York","United States","10459","1764",NA
"30278","05/03/2015","HARRASSMENT 2","VIOLATION","BRONX",41,40.825593338,-73.887806096,"(40.825593338, -73.887806096)",4954,"1070 Longfellow Ave, Bronx, NY 10459, USA","1070","Longfellow Avenue","West Bronx","Bronx","Bronx County","New York","United States","10459",NA,NA
"39129","06/02/2015","PETIT LARCENY","MISDEMEANOR","BRONX",43,40.823833011,-73.868695407,"(40.823833011, -73.868695407)",4955,"914-930 Sound View Ave, Bronx, NY 10473, USA","914-930","Sound View Avenue","East Bronx","Bronx","Bronx County","New York","United States","10473",NA,NA
"1513","01/15/2015","HARRASSMENT 2","VIOLATION","BRONX",43,40.828754623,-73.866593516,"(40.828754623, -73.866593516)",4956,"1137-1141 St Lawrence Ave, Bronx, NY 10472, USA","1137-1141","Saint Lawrence Avenue","East Bronx","Bronx","Bronx County","New York","United States","10472",NA,NA
"14211","03/04/2015","DANGEROUS DRUGS","FELONY","BRONX",49,40.865743984,-73.850061803,"(40.865743984, -73.850061803)",4957,"Stedman Pl, Bronx, NY 10469, USA",NA,"Stedman Place","East Bronx","Bronx","Bronx County","New York","United States","10469",NA,NA
"91429","11/25/2015","PETIT LARCENY","MISDEMEANOR","BRONX",50,40.880518468,-73.900695741,"(40.880518468, -73.900695741)",4958,"David Michael Ruddle St, Bronx, NY 10463, USA",NA,"David Michael Ruddle Street","West Bronx","Bronx","Bronx County","New York","United States","10463",NA,NA
"69565","09/10/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",46,40.848724157,-73.907646935,"(40.848724157, -73.907646935)",4959,"111 Mt Hope Pl, Bronx, NY 10453, USA","111","Mount Hope Place","West Bronx","Bronx","Bronx County","New York","United States","10453",NA,NA
"71984","09/17/2015","CRIMINAL TRESPASS","MISDEMEANOR","BRONX",40,40.806419654,-73.926463893,"(40.806419654, -73.926463893)",4960,"57 Bruckner Blvd, Bronx, NY 10454, USA","57","Bruckner Boulevard","West Bronx","Bronx","Bronx County","New York","United States","10454",NA,NA
