"","RPT_DT","OFNS_DESC","LAW_CAT_CD","BORO_NM","ADDR_PCT_CD","Latitude","Longitude","Lat_Lon","id","address","street_number","route","neighborhood","political","administrative_area_level_2","administrative_area_level_1","country","postal_code","postal_code_suffix","locality","X[[i]]"
"38888","06/01/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",41,40.813897919,-73.899534336,"(40.813897919, -73.899534336)",96,"1017-1025 Leggett Ave, Bronx, NY 10455, USA","1017-1025","Leggett Avenue","West Bronx","Bronx","Bronx County","New York","United States","10455",NA,NA,NA
"59141","08/07/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",52,40.866498474,-73.897451893,"(40.866498474, -73.897451893)",97,"9 E 193rd St, Bronx, NY 10468, USA","9","East 193rd Street","West Bronx","Bronx","Bronx County","New York","United States","10468",NA,NA,NA
"49802","07/08/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",44,40.830060023,-73.922415937,"(40.830060023, -73.922415937)",98,"1000 Walton Ave, Bronx, NY 10452, USA","1000","Walton Avenue","Concourse","Bronx","Bronx County","New York","United States","10452",NA,NA,NA
"84648","10/30/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",46,40.859546646,-73.894953728,"(40.859546646, -73.894953728)",99,"355 E 187th St, Bronx, NY 10458, USA","355","East 187th Street","West Bronx","Bronx","Bronx County","New York","United States","10458",NA,NA,NA
"26575","04/20/2015","PETIT LARCENY","MISDEMEANOR","BRONX",45,40.823544692,-73.836401609,"(40.823544692, -73.836401609)",100,"839 Hutchinson River Pkwy, Bronx, NY 10465, USA","839","Hutchinson River Parkway","East Bronx","Bronx","Bronx County","New York","United States","10465",NA,NA,NA
"50004","07/10/2015","GRAND LARCENY","FELONY","BRONX",41,40.815901372,-73.893209025,"(40.815901372, -73.893209025)",101,"840 Garrison Ave, Bronx, NY 10474, USA","840","Garrison Avenue","West Bronx","Bronx","Bronx County","New York","United States","10474",NA,NA,NA
"17385","03/16/2015","FELONY ASSAULT","FELONY","BRONX",44,40.842062306,-73.917952914,"(40.842062306, -73.917952914)",102,"1466 Macombs Rd, Bronx, NY 10452, USA","1466","Macombs Road","West Bronx","Bronx","Bronx County","New York","United States","10452",NA,NA,NA
"94344","12/06/2015","HARRASSMENT 2","VIOLATION","BRONX",44,40.83111635,-73.930411516,"(40.83111635, -73.930411516)",103,"917 Ogden Ave, Bronx, NY 10452, USA","917","Ogden Avenue","West Bronx","Bronx","Bronx County","New York","United States","10452",NA,NA,NA
"10495","02/16/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",46,40.852908431,-73.909340056,"(40.852908431, -73.909340056)",104,"2005 Davidson Ave, Bronx, NY 10453, USA","2005","Davidson Avenue","West Bronx","Bronx","Bronx County","New York","United States","10453",NA,NA,NA
"48695","07/04/2015","HARRASSMENT 2","VIOLATION","BRONX",43,40.828498779,-73.868473008,"(40.828498779, -73.868473008)",105,"1134 Rosedale Ave, Bronx, NY 10472, USA","1134","Rosedale Avenue","East Bronx","Bronx","Bronx County","New York","United States","10472","4675",NA,NA
"74336","09/24/2015","ROBBERY","FELONY","BRONX",43,40.828629429,-73.867515191,"(40.828629429, -73.867515191)",106,"1150 Commonwealth Ave, Bronx, NY 10472, USA","1150","Commonwealth Avenue","East Bronx","Bronx","Bronx County","New York","United States","10472","4603",NA,NA
"67140","09/01/2015","FELONY ASSAULT","FELONY","BRONX",44,40.832708584,-73.910899767,"(40.832708584, -73.910899767)",107,"351 E 168th St, Bronx, NY 10456, USA","351","East 168th Street","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA,NA
"79291","10/27/2015","FORGERY","FELONY","BRONX",41,40.815795526,-73.885864513,"(40.815795526, -73.885864513)",108,"735 Bryant Ave, Bronx, NY 10474, USA","735","Bryant Avenue","West Bronx","Bronx","Bronx County","New York","United States","10474",NA,NA,NA
"93568","12/02/2015","DANGEROUS WEAPONS","MISDEMEANOR","BRONX",40,40.80781623,-73.913866273,"(40.80781623, -73.913866273)",109,"621-625 E 141st St, Bronx, NY 10454, USA","621-625","East 141st Street","West Bronx","Bronx","Bronx County","New York","United States","10454",NA,NA,NA
"86363","11/05/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",44,40.831139218,-73.915353777,"(40.831139218, -73.915353777)",110,"1114-1140 Morris Ave, Bronx, NY 10456, USA","1114-1140","Morris Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA,NA
"81821","10/20/2015","FELONY ASSAULT","FELONY","BRONX",43,40.822302984,-73.856171859,"(40.822302984, -73.856171859)",111,"1965 Lafayette Ave, Bronx, NY 10473, USA","1965","Lafayette Avenue","East Bronx","Bronx","Bronx County","New York","United States","10473",NA,NA,NA
"16229","03/12/2015","DANGEROUS WEAPONS","MISDEMEANOR","BRONX",50,40.880124585,-73.902280235,"(40.880124585, -73.902280235)",112,"174 W 233rd St, Bronx, NY 10463, USA","174","West 233rd Street","West Bronx","Bronx","Bronx County","New York","United States","10463",NA,NA,NA
"65784","08/28/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",47,40.892601049,-73.850239941,"(40.892601049, -73.850239941)",113,"4135-4137 Boyd Ave, Bronx, NY 10466, USA","4135-4137","Boyd Avenue","East Bronx","Bronx","Bronx County","New York","United States","10466",NA,NA,NA
"49010","07/05/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",44,40.844430327,-73.925044834,"(40.844430327, -73.925044834)",114,"60-100 Boscobel Pl, Bronx, NY 10452, USA","60-100","Boscobel Place","West Bronx","Bronx","Bronx County","New York","United States","10452",NA,NA,NA
"5715","01/25/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",46,40.85062872,-73.907318975,"(40.85062872, -73.907318975)",115,"110 E Tremont Ave, Bronx, NY 10453, USA","110","East Tremont Avenue","West Bronx","Bronx","Bronx County","New York","United States","10453","5804",NA,NA
"63475","08/23/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",49,40.86140136,-73.870009476,"(40.86140136, -73.870009476)",116,"601-611 Waring Ave, Bronx, NY 10467, USA","601-611","Waring Avenue",NA,"Bronx","Bronx County","New York","United States","10467",NA,NA,NA
"83260","10/25/2015","PETIT LARCENY","MISDEMEANOR","BRONX",43,40.836016182,-73.8611293,"(40.836016182, -73.8611293)",117,"1409 Metropolitan Ave, Bronx, NY 10462, USA","1409","Metropolitan Avenue","East Bronx","Bronx","Bronx County","New York","United States","10462",NA,NA,NA
"28812","04/28/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",52,40.863276724,-73.892012205,"(40.863276724, -73.892012205)",118,"2574-2576 Marion Ave, Bronx, NY 10458, USA","2574-2576","Marion Avenue","West Bronx","Bronx","Bronx County","New York","United States","10458","4758",NA,NA
"96446","12/12/2015","DANGEROUS WEAPONS","FELONY","BRONX",43,40.828415998,-73.843909158,"(40.828415998, -73.843909158)",119,"1000 Zerega Ave, Bronx, NY 10462, USA","1000","Zerega Avenue","East Bronx","Bronx","Bronx County","New York","United States","10462","5402",NA,NA
"20049","03/29/2015","THEFT-FRAUD","FELONY","BRONX",44,40.830702032,-73.922039379,"(40.830702032, -73.922039379)",120,"1011 Walton Ave, Bronx, NY 10452, USA","1011","Walton Avenue","Concourse","Bronx","Bronx County","New York","United States","10452","9307",NA,NA
"45119","06/22/2015","PETIT LARCENY","MISDEMEANOR","BRONX",45,40.842754168,-73.835837539,"(40.842754168, -73.835837539)",121,"2825 Roebling Ave, Bronx, NY 10461, USA","2825","Roebling Avenue","East Bronx","Bronx","Bronx County","New York","United States","10461","5403",NA,NA
"53060","07/19/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",41,40.81768474,-73.895438894,"(40.81768474, -73.895438894)",122,"840 Intervale Ave, Bronx, NY 10459, USA","840","Intervale Avenue","West Bronx","Bronx","Bronx County","New York","United States","10459",NA,NA,NA
"44871","06/21/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",40,40.805225863,-73.914747379,"(40.805225863, -73.914747379)",123,"220-232 Cypress Ave, Bronx, NY 10454, USA","220-232","Cypress Avenue","West Bronx","Bronx","Bronx County","New York","United States","10454",NA,NA,NA
"5526","01/30/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",45,40.835083222,-73.850351342,"(40.835083222, -73.850351342)",124,"2120-2122 Glebe Ave, Bronx, NY 10462, USA","2120-2122","Glebe Avenue","East Bronx","Bronx","Bronx County","New York","United States","10462",NA,NA,NA
"13574","03/01/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",46,40.857238969,-73.90517331,"(40.857238969, -73.90517331)",125,"1-17 W 182nd St, Bronx, NY 10453, USA","1-17","West 182nd Street","West Bronx","Bronx","Bronx County","New York","United States","10453",NA,NA,NA
"55711","07/27/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",52,40.861513399,-73.909754921,"(40.861513399, -73.909754921)",126,"2285 Sedgwick Ave, Bronx, NY 10468, USA","2285","Sedgwick Avenue","West Bronx","Bronx","Bronx County","New York","United States","10468",NA,NA,NA
"58326","09/03/2015","GRAND LARCENY OF MOTOR VEHICLE","FELONY","BRONX",43,40.829510182,-73.874610305,"(40.829510182, -73.874610305)",127,"1621 Westchester Ave, Bronx, NY 10472, USA","1621","Westchester Avenue","East Bronx","Bronx","Bronx County","New York","United States","10472","2916",NA,NA
"38101","05/29/2015","FELONY ASSAULT","FELONY","BRONX",50,40.877881072,-73.907610053,"(40.877881072, -73.907610053)",128,"210-298 W 230th St, Bronx, NY 10463, USA","210-298","West 230th Street","West Bronx","Bronx","Bronx County","New York","United States","10463",NA,NA,NA
"33408","05/15/2015","DANGEROUS WEAPONS","FELONY","BRONX",42,40.828474649,-73.892903385,"(40.828474649, -73.892903385)",129,"931 Home St, Bronx, NY 10459, USA","931","Home Street","West Bronx","Bronx","Bronx County","New York","United States","10459","1813",NA,NA
"93700","12/02/2015","ROBBERY","FELONY","BRONX",40,40.821664228,-73.918856034,"(40.821664228, -73.918856034)",130,"301 E 156th St, Bronx, NY 10451, USA","301","East 156th Street","West Bronx","Bronx","Bronx County","New York","United States","10451",NA,NA,NA
"30603","05/04/2015","GRAND LARCENY","FELONY","BRONX",44,40.827819901,-73.925930756,"(40.827819901, -73.925930756)",131,"67 E 161st St, Bronx, NY 10451, USA","67","East 161st Street","Concourse","Bronx","Bronx County","New York","United States","10451","2206",NA,NA
"96132","12/11/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",40,40.804891219,-73.922842608,"(40.804891219, -73.922842608)",132,"107 Bruckner Blvd, Bronx, NY 10454, USA","107","Bruckner Boulevard","West Bronx","Bronx","Bronx County","New York","United States","10454",NA,NA,NA
"69639","09/09/2015","PETIT LARCENY","MISDEMEANOR","BRONX",47,40.89461574,-73.861296238,"(40.89461574, -73.861296238)",133,"4201 Bronx Blvd, Bronx, NY 10466, USA","4201","Bronx Boulevard","East Bronx","Bronx","Bronx County","New York","United States","10466","2607",NA,NA
"75286","09/29/2015","GRAND LARCENY OF MOTOR VEHICLE","FELONY","BRONX",44,40.84472598,-73.912267948,"(40.84472598, -73.912267948)",134,"1648 Walton Ave, Bronx, NY 10452, USA","1648","Walton Avenue","West Bronx","Bronx","Bronx County","New York","United States","10452",NA,NA,NA
"40202","06/07/2015","HARRASSMENT 2","VIOLATION","BRONX",52,40.865658464,-73.891310558,"(40.865658464, -73.891310558)",135,"2670-2700 Bainbridge Ave, Bronx, NY 10458, USA","2670-2700","Bainbridge Avenue","Fordham Manor","Bronx","Bronx County","New York","United States","10458",NA,NA,NA
"54745","07/24/2015","PETIT LARCENY","MISDEMEANOR","BRONX",44,40.831854352,-73.921362286,"(40.831854352, -73.921362286)",136,"1063 Walton Ave, Bronx, NY 10452, USA","1063","Walton Avenue","Concourse","Bronx","Bronx County","New York","United States","10452","8911",NA,NA
"1639","01/08/2015","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","BRONX",50,40.88566689,-73.909982524,"(40.88566689, -73.909982524)",137,"559 W 235th St, Bronx, NY 10463, USA","559","West 235th Street","West Bronx","Bronx","Bronx County","New York","United States","10463",NA,NA,NA
"73007","09/20/2015","GRAND LARCENY","FELONY","BRONX",42,40.831247096,-73.909232255,"(40.831247096, -73.909232255)",138,"1211 Brook Ave, Bronx, NY 10456, USA","1211","Brook Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA,NA
"7872","02/06/2015","PETIT LARCENY","MISDEMEANOR","BRONX",49,40.86043644,-73.85491085,"(40.86043644, -73.85491085)",139,"2328 Yates Ave, Bronx, NY 10469, USA","2328","Yates Avenue","East Bronx","Bronx","Bronx County","New York","United States","10469",NA,NA,NA
"93386","12/01/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",48,40.844602578,-73.881662262,"(40.844602578, -73.881662262)",140,"2099 Daly Ave, Bronx, NY 10460, USA","2099","Daly Avenue","West Bronx","Bronx","Bronx County","New York","United States","10460",NA,NA,NA
"2080","01/10/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",42,40.836652522,-73.907146909,"(40.836652522, -73.907146909)",141,"1400 Webster Ave, Bronx, NY 10456, USA","1400","Webster Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456","1807",NA,NA
"68332","09/06/2015","GRAND LARCENY","FELONY","BRONX",52,40.866522841,-73.894042452,"(40.866522841, -73.894042452)",142,"2646 Grand Concourse, Bronx, NY 10458, USA","2646","Grand Concourse","West Bronx","Bronx","Bronx County","New York","United States","10458",NA,NA,NA
"53803","07/21/2015","PETIT LARCENY","MISDEMEANOR","BRONX",46,40.854063692,-73.902296834,"(40.854063692, -73.902296834)",143,"2100 Grand Concourse, Bronx, NY 10457, USA","2100","Grand Concourse","West Bronx","Bronx","Bronx County","New York","United States","10457","2800",NA,NA
"17273","03/19/2015","HARRASSMENT 2","VIOLATION","BRONX",50,40.887107652,-73.91330785,"(40.887107652, -73.91330785)",144,"648 W 236th St, Bronx, NY 10463, USA","648","West 236th Street","West Bronx","Bronx","Bronx County","New York","United States","10463",NA,NA,NA
"7665","02/04/2015","PETIT LARCENY","MISDEMEANOR","BRONX",47,40.875247292,-73.85971669,"(40.875247292, -73.85971669)",145,"911 E Gun Hill Rd, Bronx, NY 10469, USA","911","East Gun Hill Road","East Bronx","Bronx","Bronx County","New York","United States","10469",NA,NA,NA
"20292","03/31/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",43,40.838778865,-73.864701374,"(40.838778865, -73.864701374)",146,"1529 Leland Ave, Bronx, NY 10460, USA","1529","Leland Avenue","East Bronx","Bronx","Bronx County","New York","United States","10460","3503",NA,NA
"38318","05/30/2015","HARRASSMENT 2","VIOLATION","BRONX",40,40.808450659,-73.926320768,"(40.808450659, -73.926320768)",147,"162-196 Alexander Ave, Bronx, NY 10454, USA","162-196","Alexander Avenue","West Bronx","Bronx","Bronx County","New York","United States","10454",NA,NA,NA
"63851","08/23/2015","PETIT LARCENY","MISDEMEANOR","BRONX",40,40.815165531,-73.91244781,"(40.815165531, -73.91244781)",148,"610-626 St Ann's Ave, Bronx, NY 10455, USA","610-626","Saint Ann's Avenue","West Bronx","Bronx","Bronx County","New York","United States","10455",NA,NA,NA
"72775","09/19/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BRONX",40,40.814723924,-73.924507488,"(40.814723924, -73.924507488)",149,"378-398 Morris Ave, Bronx, NY 10451, USA","378-398","Morris Avenue","West Bronx","Bronx","Bronx County","New York","United States","10451",NA,NA,NA
"100067","12/28/2015","HARRASSMENT 2","VIOLATION","BRONX",42,40.827793974,-73.89900387,"(40.827793974, -73.89900387)",150,"806-818 Home St, Bronx, NY 10459, USA","806-818","Home Street","West Bronx","Bronx","Bronx County","New York","United States","10459",NA,NA,NA
"32463","05/27/2015","THEFT-FRAUD","FELONY","BRONX",43,40.82518926,-73.876472041,"(40.82518926, -73.876472041)",151,"1041 Ward Ave, Bronx, NY 10472, USA","1041","Ward Avenue","East Bronx","Bronx","Bronx County","New York","United States","10472","5905",NA,NA
"57614","08/02/2015","INTOXICATED & IMPAIRED DRIVING","MISDEMEANOR","BRONX",47,40.895530214,-73.864017981,"(40.895530214, -73.864017981)",152,"521-525 E 233rd St, Bronx, NY 10470, USA","521-525","East 233rd Street","East Bronx","Bronx","Bronx County","New York","United States","10470",NA,NA,NA
"9433","02/11/2015","OTHER OFFENSES RELATED TO THEF","MISDEMEANOR","BRONX",40,40.815532355,-73.918617846,"(40.815532355, -73.918617846)",153,"372 E 148th St, Bronx, NY 10455, USA","372","East 148th Street","West Bronx","Bronx","Bronx County","New York","United States","10455","4050",NA,NA
"41009","06/21/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",52,40.869651719,-73.888143946,"(40.869651719, -73.888143946)",154,"2865 Briggs Ave, Bronx, NY 10458, USA","2865","Briggs Avenue","West Bronx","Bronx","Bronx County","New York","United States","10458","2804",NA,NA
"82371","10/22/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",50,40.873668438,-73.898373732,"(40.873668438, -73.898373732)",155,"2853-2875 Reservoir Ave, Bronx, NY 10463, USA","2853-2875","Reservoir Avenue","West Bronx","Bronx","Bronx County","New York","United States","10463",NA,NA,NA
"6070","03/17/2015","FRAUDS","MISDEMEANOR","BRONX",41,40.814176928,-73.898446511,"(40.814176928, -73.898446511)",156,"717-725 La 65 de Infantería, Bronx, NY 10455, USA","717-725","La 65 de Infantería","West Bronx","Bronx","Bronx County","New York","United States","10455","2105",NA,NA
"13771","03/02/2015","ROBBERY","FELONY","BRONX",44,40.82386862,-73.919402547,"(40.82386862, -73.919402547)",157,"798 Concourse Village E, Bronx, NY 10451, USA","798","Concourse Village East","West Bronx","Bronx","Bronx County","New York","United States","10451",NA,NA,NA
"69623","09/09/2015","GRAND LARCENY","FELONY","BRONX",44,40.828798674,-73.912610544,"(40.828798674, -73.912610544)",158,"1053 Clay Ave, Bronx, NY 10456, USA","1053","Clay Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456","5920",NA,NA
"88716","11/15/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",43,40.823972419,-73.852338283,"(40.823972419, -73.852338283)",159,"839-843 Olmstead Ave, Bronx, NY 10473, USA","839-843","Olmstead Avenue","East Bronx","Bronx","Bronx County","New York","United States","10473","2037",NA,NA
"75485","12/18/2015","PETIT LARCENY","MISDEMEANOR","BRONX",42,40.832675994,-73.901215237,"(40.832675994, -73.901215237)",160,"1341-1345 Franklin Ave, Bronx, NY 10456, USA","1341-1345","Franklin Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA,NA
"88599","11/13/2015","GRAND LARCENY","FELONY","BRONX",50,40.901790411,-73.904693747,"(40.901790411, -73.904693747)",161,"W 254th St, Bronx, NY 10471, USA",NA,"West 254th Street","West Bronx","Bronx","Bronx County","New York","United States","10471",NA,NA,NA
